season;weekday;day;month;year;home_team;away_team;home_elo;away_elo;home_goals;away_goals;home_odds;draw_odds;away_odds;attendance
2017/2018;Mon;30;10;2017;Istra 1961;Inter Zapresic;1271;1277;1;1;0.44;0.32;0.24;870
2017/2018;Fri;3;11;2017;Inter Zapresic;Osijek;1269;1472;3;1;0.25252525252525254;0.2727272727272727;0.47474747474747475;378
2017/2018;Sat;4;11;2017;Cibalia Vinkovci;Istra 1961;1211;1260;1;4;0.4;0.31;0.29;758
2017/2018;Sat;4;11;2017;Hajduk;Rudes Zagreb;1505;1203;2;3;0.81;0.13;0.06;6355
2017/2018;Sun;5;11;2017;Slaven Belupo;Dinamo Zagreb;1304;1628;0;1;0.14;0.24;0.62;2313
2017/2018;Sun;5;11;2017;Lok Zagreb;Rijeka;1361;1542;1;0;0.26732673267326734;0.26732673267326734;0.46534653465346537;980
2017/2018;Fri;17;11;2017;Rudes Zagreb;Slaven Belupo;1219;1301;1;2;0.36;0.31;0.33;150
2017/2018;Sat;18;11;2017;Osijek;Cibalia Vinkovci;1456;1195;1;1;0.78;0.15;0.07;2227
2017/2018;Sat;18;11;2017;Rijeka;Inter Zapresic;1532;1285;0;0;0.76;0.16;0.08;4892
2017/2018;Sun;19;11;2017;Istra 1961;Hajduk;1275;1489;1;3;0.23;0.28;0.49;3119
2017/2018;Sun;19;11;2017;Dinamo Zagreb;Lok Zagreb;1631;1371;2;0;0.76;0.16;0.08;2106
2017/2018;Fri;24;11;2017;Inter Zapresic;Lok Zagreb;1294;1371;1;1;0.37;0.29;0.34;186
2017/2018;Sat;25;11;2017;Slaven Belupo;Istra 1961;1311;1270;2;0;0.49;0.3;0.21;589
2017/2018;Sat;25;11;2017;Hajduk;Osijek;1497;1451;1;1;0.52;0.27;0.21;10076
2017/2018;Sun;26;11;2017;Cibalia Vinkovci;Rijeka;1204;1530;1;2;0.13;0.2;0.67;410
2017/2018;Sun;26;11;2017;Rudes Zagreb;Dinamo Zagreb;1212;1635;1;1;0.08;0.16;0.76;473
2017/2018;Sat;2;12;2017;Osijek;Slaven Belupo;1454;1318;2;0;0.6;0.25;0.15;1456
2017/2018;Sat;2;12;2017;Rijeka;Hajduk;1533;1494;1;2;0.5148514851485149;0.26732673267326734;0.21782178217821782;6349
2017/2018;Sun;3;12;2017;Lok Zagreb;Cibalia Vinkovci;1371;1202;1;3;0.69;0.19;0.12;243
2017/2018;Sun;3;12;2017;Dinamo Zagreb;Inter Zapresic;1628;1294;1;0;0.82;0.13;0.05;1444
2017/2018;Mon;4;12;2017;Istra 1961;Rudes Zagreb;1263;1220;2;1;0.504950495049505;0.27722772277227725;0.21782178217821782;599
2017/2018;Fri;8;12;2017;Inter Zapresic;Cibalia Vinkovci;1300;1228;3;2;0.54;0.26;0.2;120
2017/2018;Sat;9;12;2017;Osijek;Rudes Zagreb;1466;1222;3;0;0.75;0.17;0.08;1025
2017/2018;Sat;9;12;2017;Dinamo Zagreb;Istra 1961;1636;1275;5;1;0.83;0.13;0.04;984
2017/2018;Sun;10;12;2017;Rijeka;Slaven Belupo;1543;1321;2;0;0.71;0.21;0.08;3150
2017/2018;Sun;10;12;2017;Lok Zagreb;Hajduk;1358;1512;0;2;0.3;0.27;0.43;1290
2017/2018;Sat;16;12;2017;Dinamo Zagreb;Cibalia Vinkovci;1638;1224;1;0;0.88;0.09;0.03;1225
2017/2018;Sat;16;12;2017;Istra 1961;Osijek;1273;1469;1;1;0.25;0.29;0.46;663
2017/2018;Sun;17;12;2017;Rijeka;Rudes Zagreb;1546;1219;3;0;0.83;0.12;0.05;3440
2017/2018;Sun;17;12;2017;Hajduk;Inter Zapresic;1521;1304;5;0;0.73;0.19;0.08;7417
2017/2018;Mon;18;12;2017;Slaven Belupo;Lok Zagreb;1318;1350;2;2;0.41;0.32;0.27;460
2017/2018;Fri;9;2;2018;Inter Zapresic;Slaven Belupo;1300;1316;0;0;0.42574257425742573;0.31683168316831684;0.25742574257425743;150
2017/2018;Sat;10;2;2018;Rijeka;Istra 1961;1548;1276;4;0;0.77;0.16;0.07;4115
2017/2018;Sat;10;2;2018;Osijek;Dinamo Zagreb;1466;1638;2;4;0.26732673267326734;0.297029702970297;0.43564356435643564;4235
2017/2018;Sun;11;2;2018;Lok Zagreb;Rudes Zagreb;1351;1217;2;2;0.63;0.22;0.15;220
2017/2018;Sun;11;2;2018;Cibalia Vinkovci;Hajduk;1223;1526;0;5;0.15;0.21;0.64;3196
2017/2018;Fri;16;2;2018;Rudes Zagreb;Inter Zapresic;1222;1298;2;0;0.37;0.29;0.34;96
2017/2018;Sat;17;2;2018;Istra 1961;Lok Zagreb;1273;1346;1;0;0.37;0.3;0.33;688
2017/2018;Sat;17;2;2018;Osijek;Rijeka;1458;1551;2;1;0.35353535353535354;0.29292929292929293;0.35353535353535354;3125
2017/2018;Sun;18;2;2018;Slaven Belupo;Cibalia Vinkovci;1318;1216;2;0;0.58;0.25;0.17;579
2017/2018;Sun;18;2;2018;Dinamo Zagreb;Hajduk;1647;1532;0;1;0.6039603960396039;0.2376237623762376;0.15841584158415842;13500
2017/2018;Sat;24;2;2018;Hajduk;Slaven Belupo;1545;1324;0;1;0.72;0.2;0.08;12360
2017/2018;Fri;2;3;2018;Istra 1961;Cibalia Vinkovci;1281;1211;0;0;0.53;0.27;0.2;527
2017/2018;Sat;3;3;2018;Hajduk;Rudes Zagreb;1530;1233;1;0;0.81;0.13;0.06;6085
2017/2018;Sun;4;3;2018;Rijeka;Lok Zagreb;1542;1338;3;1;0.71;0.2;0.09;4258
2017/2018;Sun;4;3;2018;Dinamo Zagreb;Slaven Belupo;1634;1339;1;0;0.77;0.16;0.07;637
2017/2018;Wed;7;3;2018;Rijeka;Dinamo Zagreb;1546;1635;4;1;0.36;0.3;0.34;4572
2017/2018;Fri;9;3;2018;Slaven Belupo;Rudes Zagreb;1337;1232;2;0;0.5757575757575758;0.26262626262626265;0.16161616161616163;587
2017/2018;Sat;10;3;2018;Hajduk;Istra 1961;1531;1277;3;2;0.7524752475247525;0.16831683168316833;0.07920792079207921;7780
2017/2018;Sat;10;3;2018;Dinamo Zagreb;Lok Zagreb;1621;1334;1;4;0.79;0.14;0.07;1200
2017/2018;Sun;11;3;2018;Cibalia Vinkovci;Osijek;1215;1466;1;1;0.18;0.25;0.57;1360
2017/2018;Sun;11;3;2018;Inter Zapresic;Rijeka;1287;1560;0;3;0.17;0.24;0.59;586
2017/2018;Wed;14;3;2018;Cibalia Vinkovci;Rudes Zagreb;1220;1227;1;1;0.46;0.28;0.26;470
2017/2018;Wed;14;3;2018;Osijek;Inter Zapresic;1461;1280;1;1;0.68;0.2;0.12;1021
2017/2018;Fri;16;3;2018;Istra 1961;Slaven Belupo;1275;1343;2;1;0.36;0.33;0.31;617
2017/2018;Sat;17;3;2018;Lok Zagreb;Inter Zapresic;1362;1287;2;3;0.53;0.27;0.2;80
2017/2018;Sat;17;3;2018;Dinamo Zagreb;Rudes Zagreb;1593;1229;2;0;0.85;0.11;0.04;514
2017/2018;Sun;18;3;2018;Rijeka;Cibalia Vinkovci;1566;1218;5;1;0.85;0.11;0.04;4351
2017/2018;Sun;18;3;2018;Osijek;Hajduk;1455;1533;3;3;0.37;0.29;0.34;3850
2017/2018;Sat;24;3;2018;Inter Zapresic;Istra 1961;1299;1283;1;0;0.46534653465346537;0.297029702970297;0.2376237623762376;198
2017/2018;Thu;29;3;2018;Rudes Zagreb;Istra 1961;1227;1277;2;1;0.39;0.31;0.3;200
2017/2018;Fri;30;3;2018;Cibalia Vinkovci;Lok Zagreb;1216;1350;1;1;0.31;0.26;0.43;790
2017/2018;Fri;30;3;2018;Osijek;Slaven Belupo;1455;1335;3;0;0.59;0.26;0.15;2125
2017/2018;Sat;31;3;2018;Inter Zapresic;Dinamo Zagreb;1305;1594;0;0;0.16;0.25;0.59;631
2017/2018;Sat;31;3;2018;Hajduk;Rijeka;1533;1568;1;1;0.42574257425742573;0.2871287128712871;0.2871287128712871;15690
2017/2018;Tue;3;4;2018;Lok Zagreb;Osijek;1349;1461;1;1;0.33;0.28;0.39;478
2017/2018;Fri;6;4;2018;Cibalia Vinkovci;Inter Zapresic;1217;1310;3;0;0.36;0.29;0.35;803
2017/2018;Sat;7;4;2018;Rudes Zagreb;Osijek;1235;1460;1;0;0.2079207920792079;0.26732673267326734;0.5247524752475248;352
2017/2018;Sat;7;4;2018;Hajduk;Lok Zagreb;1532;1349;1;0;0.7;0.19;0.11;8656
2017/2018;Sun;8;4;2018;Istra 1961;Dinamo Zagreb;1270;1589;0;4;0.1414141414141414;0.23232323232323232;0.6262626262626263;1503
2017/2018;Sun;8;4;2018;Slaven Belupo;Rijeka;1329;1570;1;3;0.19;0.28;0.53;915
2017/2018;Fri;13;4;2018;Osijek;Istra 1961;1449;1264;2;0;0.68;0.21;0.11;1450
2017/2018;Fri;13;4;2018;Rudes Zagreb;Rijeka;1246;1576;4;2;0.13;0.2;0.67;327
2017/2018;Sat;14;4;2018;Cibalia Vinkovci;Dinamo Zagreb;1232;1595;0;2;0.1;0.19;0.71;2887
2017/2018;Sat;14;4;2018;Inter Zapresic;Hajduk;1296;1534;0;3;0.2;0.26;0.54;1665
2017/2018;Sun;15;4;2018;Lok Zagreb;Slaven Belupo;1347;1322;5;2;0.47;0.3;0.23;391
2017/2018;Tue;17;4;2018;Istra 1961;Rijeka;1260;1556;0;1;0.16;0.24;0.6;1637
2017/2018;Wed;18;4;2018;Rudes Zagreb;Lok Zagreb;1266;1356;1;2;0.37;0.29;0.34;300
2017/2018;Wed;18;4;2018;Hajduk;Cibalia Vinkovci;1542;1228;4;0;0.83;0.12;0.05;14169
2017/2018;Wed;18;4;2018;Dinamo Zagreb;Osijek;1598;1452;0;1;0.63;0.23;0.14;2467
2017/2018;Thu;19;4;2018;Slaven Belupo;Inter Zapresic;1313;1288;3;3;0.47;0.3;0.23;501
2017/2018;Sat;21;4;2018;Rijeka;Osijek;1559;1466;1;0;0.57;0.25;0.18;5101
2017/2018;Sun;22;4;2018;Lok Zagreb;Istra 1961;1364;1257;0;0;0.5959595959595959;0.24242424242424243;0.16161616161616163;191
2017/2018;Sun;22;4;2018;Hajduk;Dinamo Zagreb;1544;1585;1;2;0.41;0.3;0.29;31751
2017/2018;Mon;23;4;2018;Inter Zapresic;Rudes Zagreb;1291;1258;1;1;0.51;0.27;0.22;117
2017/2018;Mon;23;4;2018;Cibalia Vinkovci;Slaven Belupo;1226;1310;1;3;0.36633663366336633;0.297029702970297;0.33663366336633666;738
2017/2018;Fri;27;4;2018;Istra 1961;Inter Zapresic;1262;1288;2;4;0.42;0.31;0.27;674
2017/2018;Sat;28;4;2018;Osijek;Lok Zagreb;1462;1359;0;1;0.58;0.25;0.17;4452
2017/2018;Sat;28;4;2018;Dinamo Zagreb;Rijeka;1594;1563;0;1;0.49;0.28;0.23;5017
2017/2018;Sun;29;4;2018;Rudes Zagreb;Cibalia Vinkovci;1262;1215;3;2;0.5353535353535354;0.25252525252525254;0.21212121212121213;216
2017/2018;Sun;29;4;2018;Slaven Belupo;Hajduk;1321;1535;0;0;0.22;0.27;0.51;2403
2017/2018;Fri;4;5;2018;Slaven Belupo;Dinamo Zagreb;1325;1583;2;2;0.18;0.27;0.55;1541
2017/2018;Fri;4;5;2018;Lok Zagreb;Rijeka;1372;1575;1;0;0.25;0.26;0.49;986
2017/2018;Sat;5;5;2018;Cibalia Vinkovci;Istra 1961;1210;1249;1;1;0.41;0.3;0.29;993
2017/2018;Sat;5;5;2018;Inter Zapresic;Osijek;1301;1449;1;0;0.29;0.28;0.43;205
2017/2018;Sun;6;5;2018;Rudes Zagreb;Hajduk;1267;1531;2;1;0.17;0.24;0.59;1236
2017/2018;Tue;8;5;2018;Rijeka;Inter Zapresic;1563;1311;5;1;0.77;0.15;0.08;5115
2017/2018;Tue;8;5;2018;Lok Zagreb;Dinamo Zagreb;1383;1578;3;1;0.25252525252525254;0.2727272727272727;0.47474747474747475;2193
2017/2018;Wed;9;5;2018;Osijek;Cibalia Vinkovci;1439;1208;3;1;0.75;0.17;0.08;2856
2017/2018;Wed;9;5;2018;Istra 1961;Hajduk;1250;1519;1;5;0.18;0.25;0.57;2272
2017/2018;Thu;10;5;2018;Rudes Zagreb;Slaven Belupo;1279;1330;2;0;0.3939393939393939;0.30303030303030304;0.30303030303030304;220
2017/2018;Sun;13;5;2018;Cibalia Vinkovci;Rijeka;1206;1567;0;0;0.1;0.17;0.73;783
2017/2018;Sun;13;5;2018;Inter Zapresic;Lok Zagreb;1308;1399;1;2;0.37;0.29;0.34;138
2017/2018;Sun;13;5;2018;Hajduk;Osijek;1526;1442;1;1;0.55;0.26;0.19;10495
2017/2018;Mon;14;5;2018;Slaven Belupo;Istra 1961;1320;1242;1;0;0.52;0.29;0.19;513
2017/2018;Mon;14;5;2018;Rudes Zagreb;Dinamo Zagreb;1289;1563;1;0;0.17;0.25;0.58;457
2017/2018;Fri;18;5;2018;Lok Zagreb;Cibalia Vinkovci;1406;1212;2;1;0.7128712871287128;0.18811881188118812;0.09900990099009901;137
2017/2018;Fri;18;5;2018;Istra 1961;Rudes Zagreb;1238;1302;1;1;0.37623762376237624;0.31683168316831684;0.3069306930693069;1536
2017/2018;Fri;18;5;2018;Slaven Belupo;Osijek;1324;1447;2;1;0.31;0.3;0.39;618
2017/2018;Sat;19;5;2018;Dinamo Zagreb;Inter Zapresic;1550;1300;3;1;0.76;0.16;0.08;7839
2017/2018;Sat;19;5;2018;Rijeka;Hajduk;1560;1522;3;1;0.53;0.26;0.21;7039
2018/2019;Fri;27;7;2018;Dinamo Zagreb;Rudes Zagreb;1577;1309;1;1;0.78;0.15;0.07;2687
2018/2019;Sat;28;7;2018;Lok Zagreb;Inter Zapresic;1415;1304;4;0;0.61;0.23;0.16;360
2018/2019;Sat;28;7;2018;Rijeka;HNK Gorica;1573;1237;2;0;0.8316831683168316;0.1188118811881188;0.04950495049504951;5211
2018/2019;Sun;29;7;2018;Istra 1961;Slaven Belupo;1243;1339;1;1;0.3465346534653465;0.31683168316831684;0.33663366336633666;2002
2018/2019;Sun;29;7;2018;Osijek;Hajduk;1435;1521;4;2;0.36;0.3;0.34;4444
2018/2019;Fri;3;8;2018;Dinamo Zagreb;Istra 1961;1571;1244;3;0;0.8181818181818182;0.13131313131313133;0.050505050505050504;2710
2018/2019;Fri;3;8;2018;Rijeka;Inter Zapresic;1575;1297;4;0;0.81;0.13;0.06;4650
2018/2019;Sat;4;8;2018;HNK Gorica;Slaven Belupo;1236;1339;3;3;0.3465346534653465;0.297029702970297;0.3564356435643564;1514
2018/2019;Sun;5;8;2018;Osijek;Rudes Zagreb;1444;1317;3;2;0.62;0.23;0.15;2051
2018/2019;Sun;5;8;2018;Hajduk;Lok Zagreb;1512;1422;1;1;0.5959595959595959;0.23232323232323232;0.1717171717171717;10408
2018/2019;Fri;10;8;2018;Dinamo Zagreb;Slaven Belupo;1590;1344;2;1;0.75;0.17;0.08;2413
2018/2019;Sat;11;8;2018;HNK Gorica;Inter Zapresic;1242;1300;2;3;0.4;0.29;0.31;1721
2018/2019;Sat;11;8;2018;Lok Zagreb;Rudes Zagreb;1432;1319;1;0;0.6138613861386139;0.22772277227722773;0.15841584158415842;380
2018/2019;Sun;12;8;2018;Osijek;Istra 1961;1453;1248;3;0;0.71;0.2;0.09;2359
2018/2019;Sun;12;8;2018;Rijeka;Hajduk;1584;1512;1;1;0.55;0.26;0.19;7122
2018/2019;Fri;17;8;2018;Dinamo Zagreb;Osijek;1579;1443;2;1;0.6237623762376238;0.22772277227722773;0.1485148514851485;5012
2018/2019;Sat;18;8;2018;Istra 1961;Lok Zagreb;1230;1422;1;2;0.25742574257425743;0.27722772277227725;0.46534653465346537;1100
2018/2019;Sun;19;8;2018;Hajduk;HNK Gorica;1495;1220;0;2;0.801980198019802;0.12871287128712872;0.06930693069306931;11172
2018/2019;Sun;19;8;2018;Rudes Zagreb;Rijeka;1302;1546;1;2;0.19;0.26;0.55;2475
2018/2019;Fri;24;8;2018;Osijek;Slaven Belupo;1442;1331;1;1;0.59;0.25;0.16;2459
2018/2019;Sat;25;8;2018;HNK Gorica;Rudes Zagreb;1244;1300;2;0;0.39603960396039606;0.297029702970297;0.3069306930693069;1731
2018/2019;Sat;25;8;2018;Dinamo Zagreb;Lok Zagreb;1589;1430;1;0;0.6633663366336634;0.2079207920792079;0.12871287128712872;2468
2018/2019;Sun;26;8;2018;Rijeka;Istra 1961;1552;1227;3;3;0.82;0.13;0.05;4517
2018/2019;Sun;26;8;2018;Inter Zapresic;Hajduk;1297;1475;2;2;0.26262626262626265;0.25252525252525254;0.48484848484848486;965
2018/2019;Fri;31;8;2018;Inter Zapresic;Rudes Zagreb;1293;1283;3;0;0.48;0.27;0.25;479
2018/2019;Sat;1;9;2018;Slaven Belupo;Hajduk;1330;1466;1;1;0.3;0.28;0.42;2200
2018/2019;Sat;1;9;2018;Osijek;Lok Zagreb;1431;1421;2;1;0.47474747474747475;0.2828282828282828;0.24242424242424243;1092
2018/2019;Sun;2;9;2018;Istra 1961;HNK Gorica;1229;1248;0;2;0.44;0.3;0.26;1351
2018/2019;Sun;2;9;2018;Dinamo Zagreb;Rijeka;1572;1538;1;1;0.5151515151515151;0.2727272727272727;0.21212121212121213;5752
2018/2019;Sat;8;9;2018;Slaven Belupo;Inter Zapresic;1331;1303;2;1;0.5;0.27;0.23;1112
2018/2019;Fri;14;9;2018;Inter Zapresic;Istra 1961;1298;1215;1;2;0.56;0.25;0.19;472
2018/2019;Sat;15;9;2018;Hajduk;Rudes Zagreb;1465;1274;3;1;0.71;0.19;0.1;7439
2018/2019;Sat;15;9;2018;HNK Gorica;Dinamo Zagreb;1262;1569;0;1;0.15;0.23;0.62;4029
2018/2019;Sun;16;9;2018;Slaven Belupo;Lok Zagreb;1337;1415;2;5;0.37;0.3;0.33;993
2018/2019;Sun;16;9;2018;Rijeka;Osijek;1541;1436;1;1;0.5959595959595959;0.24242424242424243;0.16161616161616163;5127
2018/2019;Fri;21;9;2018;Slaven Belupo;Rudes Zagreb;1328;1276;1;1;0.5252525252525253;0.2727272727272727;0.20202020202020202;813
2018/2019;Sat;22;9;2018;Osijek;HNK Gorica;1447;1265;0;1;0.69;0.2;0.11;2450
2018/2019;Sat;22;9;2018;Lok Zagreb;Rijeka;1435;1542;2;0;0.34;0.27;0.39;1291
2018/2019;Sun;23;9;2018;Istra 1961;Hajduk;1234;1474;2;4;0.19;0.26;0.55;3470
2018/2019;Sun;23;9;2018;Dinamo Zagreb;Inter Zapresic;1590;1291;5;3;0.81;0.13;0.06;2507
2018/2019;Sat;29;9;2018;Inter Zapresic;Osijek;1290;1433;0;3;0.3;0.27;0.43;283
2018/2019;Sat;29;9;2018;Hajduk;Dinamo Zagreb;1480;1592;0;0;0.33;0.27;0.4;21472
2018/2019;Sun;30;9;2018;HNK Gorica;Lok Zagreb;1279;1448;0;3;0.27;0.27;0.46;1900
2018/2019;Sun;30;9;2018;Rijeka;Slaven Belupo;1530;1325;0;0;0.72;0.19;0.09;4320
2018/2019;Mon;1;10;2018;Rudes Zagreb;Istra 1961;1280;1228;0;3;0.52;0.27;0.21;250
2018/2019;Fri;5;10;2018;Inter Zapresic;Lok Zagreb;1285;1465;2;1;0.26;0.25;0.49;245
2018/2019;Sat;6;10;2018;Slaven Belupo;Istra 1961;1338;1254;3;1;0.53;0.28;0.19;951
2018/2019;Sat;6;10;2018;HNK Gorica;Rijeka;1276;1530;2;1;0.18;0.25;0.57;2659
2018/2019;Sun;7;10;2018;Rudes Zagreb;Dinamo Zagreb;1267;1612;0;3;0.12;0.2;0.68;1027
2018/2019;Sun;7;10;2018;Hajduk;Osijek;1488;1451;0;2;0.51;0.27;0.22;8545
2018/2019;Fri;19;10;2018;Inter Zapresic;Rijeka;1296;1518;1;2;0.21;0.25;0.54;634
2018/2019;Sat;20;10;2018;Rudes Zagreb;Osijek;1263;1467;1;4;0.24;0.27;0.49;225
2018/2019;Sat;20;10;2018;Istra 1961;Dinamo Zagreb;1248;1616;1;4;0.1;0.19;0.71;2200
2018/2019;Sun;21;10;2018;Slaven Belupo;HNK Gorica;1344;1288;0;1;0.52;0.27;0.21;802
2018/2019;Sun;21;10;2018;Lok Zagreb;Hajduk;1454;1472;2;0;0.44;0.28;0.28;2437
2018/2019;Fri;26;10;2018;Rudes Zagreb;Lok Zagreb;1257;1466;0;4;0.23;0.25;0.52;200
2018/2019;Sat;27;10;2018;Inter Zapresic;HNK Gorica;1294;1303;1;3;0.45;0.28;0.27;414
2018/2019;Sat;27;10;2018;Istra 1961;Osijek;1247;1478;1;1;0.19;0.27;0.54;850
2018/2019;Sun;28;10;2018;Slaven Belupo;Dinamo Zagreb;1336;1629;0;2;0.16;0.24;0.6;1893
2018/2019;Sun;28;10;2018;Hajduk;Rijeka;1466;1525;1;1;0.38;0.3;0.32;0
2018/2019;Sat;3;11;2018;Lok Zagreb;Istra 1961;1476;1251;1;0;0.74;0.18;0.08;729
2018/2019;Sun;4;11;2018;HNK Gorica;Hajduk;1316;1465;1;1;0.29;0.27;0.44;3711
2018/2019;Sun;4;11;2018;Osijek;Dinamo Zagreb;1474;1633;0;2;0.2727272727272727;0.2828282828282828;0.4444444444444444;8127
2018/2019;Mon;5;11;2018;Inter Zapresic;Slaven Belupo;1280;1331;0;0;0.39;0.3;0.31;182
2018/2019;Mon;5;11;2018;Rijeka;Rudes Zagreb;1526;1247;5;1;0.79;0.14;0.07;3428
2018/2019;Fri;9;11;2018;Rudes Zagreb;HNK Gorica;1245;1320;0;1;0.37;0.29;0.34;280
2018/2019;Sat;10;11;2018;Hajduk;Inter Zapresic;1465;1281;3;0;0.71;0.18;0.11;0
2018/2019;Sat;10;11;2018;Slaven Belupo;Osijek;1333;1467;0;2;0.29;0.29;0.42;789
2018/2019;Sun;11;11;2018;Istra 1961;Rijeka;1251;1530;1;2;0.17;0.24;0.59;1953
2018/2019;Sun;11;11;2018;Lok Zagreb;Dinamo Zagreb;1479;1645;0;1;0.26732673267326734;0.26732673267326734;0.46534653465346537;3240
2018/2019;Fri;23;11;2018;Rudes Zagreb;Inter Zapresic;1237;1277;0;1;0.41;0.28;0.31;200
2018/2019;Sat;24;11;2018;HNK Gorica;Istra 1961;1328;1247;0;2;0.52;0.28;0.2;1577
2018/2019;Sat;24;11;2018;Rijeka;Dinamo Zagreb;1533;1651;1;0;0.31;0.28;0.41;4635
2018/2019;Sun;25;11;2018;Hajduk;Slaven Belupo;1469;1324;2;2;0.6237623762376238;0.22772277227722773;0.1485148514851485;0
2018/2019;Sun;25;11;2018;Lok Zagreb;Osijek;1473;1477;2;2;0.44;0.3;0.26;672
2018/2019;Fri;30;11;2018;Istra 1961;Inter Zapresic;1265;1285;0;2;0.42;0.29;0.29;666
2018/2019;Fri;30;11;2018;Lok Zagreb;Slaven Belupo;1472;1329;1;1;0.62;0.23;0.15;220
2018/2019;Sat;1;12;2018;Rudes Zagreb;Hajduk;1229;1463;1;4;0.19;0.24;0.57;899
2018/2019;Sat;1;12;2018;Osijek;Rijeka;1479;1543;1;2;0.36;0.31;0.33;2134
2018/2019;Sun;2;12;2018;Dinamo Zagreb;HNK Gorica;1642;1311;1;0;0.8;0.14;0.06;2477
2018/2019;Sat;8;12;2018;Hajduk;Istra 1961;1471;1251;3;1;0.73;0.18;0.09;0
2018/2019;Sat;8;12;2018;Rijeka;Lok Zagreb;1551;1466;3;0;0.53;0.27;0.2;4057
2018/2019;Sun;9;12;2018;HNK Gorica;Osijek;1310;1470;1;2;0.27;0.28;0.45;1653
2018/2019;Sun;9;12;2018;Inter Zapresic;Dinamo Zagreb;1299;1644;0;2;0.11;0.19;0.7;1665
2018/2019;Mon;10;12;2018;Rudes Zagreb;Slaven Belupo;1222;1335;1;1;0.31;0.28;0.41;100
2018/2019;Fri;14;12;2018;Lok Zagreb;HNK Gorica;1456;1301;2;2;0.64;0.22;0.14;250
2018/2019;Sun;16;12;2018;Istra 1961;Rudes Zagreb;1246;1220;1;0;0.48;0.28;0.24;500
2018/2019;Sun;16;12;2018;Osijek;Inter Zapresic;1474;1293;6;0;0.69;0.19;0.12;670
2018/2019;Sun;16;12;2018;Dinamo Zagreb;Hajduk;1639;1471;1;0;0.6565656565656566;0.21212121212121213;0.13131313131313133;11064
2018/2019;Wed;30;1;2019;Slaven Belupo;Rijeka;1331;1556;1;1;0.19801980198019803;0.26732673267326734;0.5346534653465347;584
2018/2019;Fri;1;2;2019;Lok Zagreb;Inter Zapresic;1450;1286;2;0;0.67;0.2;0.13;230
2018/2019;Sat;2;2;2019;Istra 1961;Slaven Belupo;1251;1335;1;1;0.35;0.31;0.34;524
2018/2019;Sat;2;2;2019;Dinamo Zagreb;Rudes Zagreb;1642;1215;7;2;0.8787878787878788;0.09090909090909091;0.030303030303030304;2237
2018/2019;Sun;3;2;2019;Rijeka;HNK Gorica;1552;1307;1;3;0.75;0.17;0.08;3712
2018/2019;Sun;3;2;2019;Osijek;Hajduk;1480;1468;0;1;0.46;0.29;0.25;2680
2018/2019;Fri;8;2;2019;Rudes Zagreb;Osijek;1213;1470;0;1;0.1782178217821782;0.2376237623762376;0.5841584158415841;250
2018/2019;Sat;9;2;2019;Slaven Belupo;HNK Gorica;1335;1328;2;0;0.44;0.31;0.25;783
2018/2019;Sat;9;2;2019;Dinamo Zagreb;Istra 1961;1643;1252;1;0;0.85;0.11;0.04;2284
2018/2019;Sun;10;2;2019;Inter Zapresic;Rijeka;1282;1531;0;3;0.18;0.24;0.58;460
2018/2019;Sun;10;2;2019;Hajduk;Lok Zagreb;1478;1454;2;1;0.48;0.28;0.24;17308
2018/2019;Fri;15;2;2019;Lok Zagreb;Rudes Zagreb;1446;1207;0;0;0.7524752475247525;0.16831683168316833;0.07920792079207921;324
2018/2019;Sat;16;2;2019;HNK Gorica;Inter Zapresic;1317;1273;2;2;0.51;0.27;0.22;1629
2018/2019;Sat;16;2;2019;Rijeka;Hajduk;1535;1482;0;0;0.5252525252525253;0.26262626262626265;0.21212121212121213;6527
2018/2019;Sun;17;2;2019;Osijek;Istra 1961;1471;1249;1;0;0.7128712871287128;0.19801980198019803;0.0891089108910891;2252
2018/2019;Sun;17;2;2019;Dinamo Zagreb;Slaven Belupo;1638;1341;3;0;0.78;0.15;0.07;2383
2018/2019;Fri;22;2;2019;Rudes Zagreb;Rijeka;1223;1540;2;4;0.13;0.2;0.67;279
2018/2019;Sat;23;2;2019;Slaven Belupo;Inter Zapresic;1348;1285;0;1;0.52;0.27;0.21;513
2018/2019;Sat;23;2;2019;Hajduk;HNK Gorica;1494;1323;0;0;0.66;0.21;0.13;6708
2018/2019;Sun;24;2;2019;Istra 1961;Lok Zagreb;1255;1448;0;0;0.24;0.27;0.49;816
2018/2019;Sun;24;2;2019;Dinamo Zagreb;Osijek;1667;1482;3;0;0.67;0.21;0.12;4304
2018/2019;Fri;1;3;2019;Rijeka;Istra 1961;1544;1259;2;0;0.7722772277227723;0.1485148514851485;0.07920792079207921;4275
2018/2019;Sat;2;3;2019;HNK Gorica;Rudes Zagreb;1329;1219;3;1;0.58;0.25;0.17;1843
2018/2019;Sat;2;3;2019;Lok Zagreb;Dinamo Zagreb;1445;1671;1;1;0.19;0.27;0.54;2820
2018/2019;Sun;3;3;2019;Osijek;Slaven Belupo;1478;1336;1;1;0.6;0.24;0.16;2087
2018/2019;Sun;3;3;2019;Inter Zapresic;Hajduk;1297;1488;1;3;0.25;0.25;0.5;2771
2018/2019;Fri;8;3;2019;Rudes Zagreb;Inter Zapresic;1217;1293;2;0;0.37;0.29;0.34;91
