season;weekday;day;month;year;home_team;away_team;home_elo;away_elo;home_goals;away_goals;home_odds;draw_odds;away_odds;attendance
2019/2020;Sat;11;7;2020;Osijek;Istra 1961;1529;1215;2;0;0.79;0.15;0.06;2178
2019/2020;Sat;11;7;2020;Inter Zapresic;Rijeka;1199;1507;0;1;0.14;0.21;0.65;312
2019/2020;Sun;12;7;2020;Slaven Belupo;Lok Zagreb;1327;1468;1;1;0.3;0.29;0.41;513
2019/2020;Sun;12;7;2020;Dinamo Zagreb;Hajduk;1663;1454;2;3;0.71;0.2;0.09;1967
2019/2020;Fri;17;7;2020;Slaven Belupo;Inter Zapresic;1329;1196;3;1;0.62;0.23;0.15;315
2019/2020;Sat;18;7;2020;Varazdin;Osijek;1272;1531;1;0;0.19;0.27;0.54;2109
2019/2020;Sat;18;7;2020;Istra 1961;Dinamo Zagreb;1213;1649;0;0;0.08080808080808081;0.1717171717171717;0.7474747474747475;0
2019/2020;Sun;19;7;2020;Lok Zagreb;HNK Gorica;1466;1400;1;1;0.54;0.26;0.2;537
2019/2020;Sun;19;7;2020;Hajduk;Rijeka;1469;1510;2;3;0.41;0.29;0.3;0
2019/2020;Fri;24;7;2020;HNK Gorica;Slaven Belupo;1404;1334;0;0;0.5353535353535354;0.2727272727272727;0.1919191919191919;0
2019/2020;Fri;24;7;2020;Dinamo Zagreb;Varazdin;1641;1284;2;0;0.83;0.13;0.04;0
2019/2020;Sat;25;7;2020;Inter Zapresic;Hajduk;1191;1460;1;4;0.18;0.23;0.59;0
2019/2020;Sat;25;7;2020;Rijeka;Istra 1961;1519;1221;4;2;0.8;0.14;0.06;0
2019/2020;Sat;25;7;2020;Osijek;Lok Zagreb;1518;1462;1;2;0.51;0.29;0.2;0
2020/2021;Fri;14;8;2020;Varazdin;HNK Gorica;1283;1400;1;5;0.31313131313131315;0.30303030303030304;0.3838383838383838;0
2020/2021;Sat;15;8;2020;Osijek;Slaven Belupo;1507;1338;0;0;0.6435643564356436;0.22772277227722773;0.12871287128712872;0
2020/2021;Sun;16;8;2020;Hajduk;Istra 1961;1466;1219;2;0;0.75;0.17;0.08;0
2020/2021;Sun;15;8;2020;Rijeka;Sibenik;1521;1221;2;1;0.81;0.13;0.06;0
2020/2021;Sun;16;8;2020;Dinamo Zagreb;Lok Zagreb;1642;1474;6;0;0.6534653465346535;0.21782178217821782;0.12871287128712872;0
2020/2021;Fri;21;8;2020;Istra 1961;Dinamo Zagreb;1216;1649;0;1;0.08;0.18;0.74;0
2020/2021;Fri;21;8;2020;Lok Zagreb;Rijeka;1467;1522;1;0;0.38;0.3;0.32;0
2020/2021;Sat;22;8;2020;Sibenik;Varazdin;1219;1269;0;1;0.38613861386138615;0.3069306930693069;0.3069306930693069;0
2020/2021;Sat;22;8;2020;Slaven Belupo;HNK Gorica;1344;1414;1;2;0.36;0.31;0.33;0
2020/2021;Sun;23;8;2020;Osijek;Hajduk;1501;1469;1;2;0.48;0.29;0.23;0
2020/2021;Fri;28;8;2020;HNK Gorica;Sibenik;1419;1207;3;2;0.73;0.18;0.09;0
2020/2021;Sat;29;8;2020;Rijeka;Istra 1961;1511;1211;2;1;0.8;0.14;0.06;0
2020/2021;Sat;29;8;2020;Hajduk;Slaven Belupo;1477;1332;2;2;0.63;0.23;0.14;0
2020/2021;Sun;30;8;2020;Varazdin;Lok Zagreb;1274;1464;1;1;0.25;0.27;0.48;0
2020/2021;Sun;30;8;2020;Dinamo Zagreb;Osijek;1648;1486;4;1;0.63;0.24;0.13;0
2020/2021;Fri;11;9;2020;Slaven Belupo;Sibenik;1338;1205;0;0;0.61;0.24;0.15;0
2020/2021;Sat;12;9;2020;Osijek;Rijeka;1481;1513;3;0;0.4;0.31;0.29;0
2020/2021;Sat;12;9;2020;Hajduk;Dinamo Zagreb;1471;1653;1;2;0.25;0.27;0.48;0
2020/2021;Sun;13;9;2020;Istra 1961;Varazdin;1210;1277;0;1;0.36;0.32;0.32;0
2020/2021;Sun;13;9;2020;Lok Zagreb;HNK Gorica;1461;1421;1;2;0.5;0.27;0.23;0
2020/2021;Fri;18;9;2020;Sibenik;Lok Zagreb;1203;1442;3;2;0.2;0.25;0.55;1000
2020/2021;Sat;19;9;2020;HNK Gorica;Istra 1961;1425;1194;2;2;0.74;0.18;0.08;837
2020/2021;Sat;19;9;2020;Dinamo Zagreb;Slaven Belupo;1642;1325;3;3;0.79;0.15;0.06;354
2020/2021;Sun;20;9;2020;Varazdin;Osijek;1278;1479;0;1;0.24;0.28;0.48;1437
2020/2021;Sat;26;9;2020;Istra 1961;Sibenik;1197;1210;1;0;0.42424242424242425;0.30303030303030304;0.2727272727272727;761
2020/2021;Sat;26;9;2020;Osijek;HNK Gorica;1479;1413;2;1;0.53;0.27;0.2;1970
2020/2021;Sun;27;9;2020;Hajduk;Varazdin;1450;1269;2;0;0.68;0.2;0.12;3340
2020/2021;Fri;2;10;2020;Lok Zagreb;Istra 1961;1424;1210;0;0;0.72;0.19;0.09;330
2020/2021;Sat;3;10;2020;Sibenik;Osijek;1210;1491;0;2;0.17;0.25;0.58;1173
2020/2021;Sat;3;10;2020;HNK Gorica;Hajduk;1415;1461;2;1;0.39603960396039606;0.2871287128712871;0.31683168316831684;1523
2020/2021;Sun;4;10;2020;Rijeka;Slaven Belupo;1513;1335;2;0;0.68;0.2;0.12;2275
2020/2021;Sun;4;10;2020;Varazdin;Dinamo Zagreb;1272;1636;1;2;0.11;0.21;0.68;1870
2020/2021;Fri;16;10;2020;Slaven Belupo;Istra 1961;1331;1216;5;1;0.56;0.27;0.17;308
2020/2021;Sat;17;10;2020;Rijeka;Varazdin;1517;1269;2;1;0.74;0.18;0.08;2072
2020/2021;Sat;17;10;2020;Dinamo Zagreb;HNK Gorica;1638;1422;3;2;0.74;0.18;0.08;815
2020/2021;Sun;18;10;2020;Hajduk;Sibenik;1454;1206;0;1;0.76;0.16;0.08;4517
2020/2021;Fri;23;10;2020;Varazdin;Slaven Belupo;1264;1335;1;2;0.36;0.31;0.33;727
2020/2021;Sun;25;10;2020;Sibenik;Dinamo Zagreb;1217;1635;0;2;0.0891089108910891;0.16831683168316833;0.7425742574257426;1200
2020/2021;Wed;28;10;2020;Slaven Belupo;Lok Zagreb;1344;1413;0;0;0.37;0.29;0.34;0
2020/2021;Sat;31;10;2020;Istra 1961;Hajduk;1202;1431;1;0;0.20202020202020202;0.26262626262626265;0.5353535353535354;0
2020/2021;Sat;31;10;2020;Slaven Belupo;Osijek;1340;1489;0;1;0.28;0.3;0.42;0
2020/2021;Sun;1;11;2020;Sibenik;Rijeka;1212;1501;2;0;0.16;0.23;0.61;0
2020/2021;Sun;1;11;2020;Lok Zagreb;Dinamo Zagreb;1410;1634;1;1;0.2079207920792079;0.26732673267326734;0.5247524752475248;0
2020/2021;Wed;4;11;2020;Osijek;Lok Zagreb;1495;1414;2;1;0.5252525252525253;0.2828282828282828;0.1919191919191919;0
2020/2021;Sat;7;11;2020;Varazdin;Sibenik;1253;1231;1;3;0.46;0.3;0.24;0
2020/2021;Sat;7;11;2020;Hajduk;Osijek;1420;1500;1;1;0.36;0.31;0.33;0
2020/2021;Sun;8;11;2020;Dinamo Zagreb;Istra 1961;1636;1215;5;0;0.87;0.1;0.03;0
2020/2021;Sun;8;11;2020;Rijeka;Lok Zagreb;1480;1411;1;0;0.53;0.27;0.2;0
2020/2021;Fri;20;11;2020;Lok Zagreb;Varazdin;1406;1238;2;2;0.66;0.21;0.13;0
2020/2021;Fri;20;11;2020;Sibenik;HNK Gorica;1247;1414;1;3;0.27;0.26;0.47;0
2020/2021;Sat;21;11;2020;Slaven Belupo;Hajduk;1335;1420;0;2;0.36;0.31;0.33;0
2020/2021;Sat;21;11;2020;Osijek;Dinamo Zagreb;1500;1638;2;0;0.2871287128712871;0.3069306930693069;0.40594059405940597;0
2020/2021;Mon;23;11;2020;HNK Gorica;Varazdin;1422;1244;1;0;0.69;0.19;0.12;0
2020/2021;Tue;24;11;2020;Lok Zagreb;Hajduk;1400;1431;1;2;0.41;0.29;0.3;0
2020/2021;Wed;25;11;2020;Istra 1961;Osijek;1213;1514;1;4;0.16;0.24;0.6;0
2020/2021;Fri;27;11;2020;Sibenik;Slaven Belupo;1244;1330;0;3;0.35;0.32;0.33;0
2020/2021;Sat;28;11;2020;Varazdin;Istra 1961;1247;1214;1;1;0.47;0.3;0.23;0
2020/2021;Sat;28;11;2020;HNK Gorica;Lok Zagreb;1431;1397;1;1;0.49;0.27;0.24;0
2020/2021;Sun;29;11;2020;Rijeka;Osijek;1488;1526;1;1;0.39;0.31;0.3;0
2020/2021;Wed;2;12;2020;HNK Gorica;Slaven Belupo;1428;1343;0;1;0.54;0.26;0.2;0
2020/2021;Sat;5;12;2020;Osijek;Varazdin;1537;1254;1;0;0.76;0.16;0.08;0
2020/2021;Sun;6;12;2020;Hajduk;Rijeka;1457;1505;1;2;0.37623762376237624;0.3069306930693069;0.31683168316831684;0
2020/2021;Sun;6;12;2020;Slaven Belupo;Dinamo Zagreb;1366;1666;1;5;0.15;0.24;0.61;0
2020/2021;Sat;12;12;2020;Varazdin;Hajduk;1261;1457;4;2;0.24;0.26;0.5;0
2020/2021;Sat;12;12;2020;HNK Gorica;Osijek;1434;1547;4;1;0.31;0.29;0.4;0
2020/2021;Sun;13;12;2020;Lok Zagreb;Slaven Belupo;1418;1368;2;1;0.494949494949495;0.2828282828282828;0.2222222222222222;0
2020/2021;Sun;13;12;2020;Rijeka;Dinamo Zagreb;1532;1687;2;2;0.27;0.28;0.45;0
2020/2021;Sat;19;12;2020;Osijek;Sibenik;1531;1250;1;0;0.77;0.15;0.08;0
2020/2021;Sat;19;12;2020;Dinamo Zagreb;Varazdin;1684;1277;4;0;0.87;0.1;0.03;0
2020/2021;Sun;20;12;2020;Hajduk;HNK Gorica;1440;1450;2;4;0.44;0.28;0.28;0
2020/2021;Tue;19;1;2021;Istra 1961;HNK Gorica;1236;1464;1;1;0.2079207920792079;0.24752475247524752;0.5445544554455446;0
2020/2021;Tue;19;1;2021;Dinamo Zagreb;Rijeka;1686;1534;0;2;0.64;0.22;0.14;0
2020/2021;Fri;22;1;2021;Sibenik;Hajduk;1248;1427;0;1;0.26;0.25;0.49;0
2020/2021;Fri;22;1;2021;Lok Zagreb;Osijek;1423;1533;0;3;0.31;0.3;0.39;0
2020/2021;Sat;23;1;2021;Varazdin;Rijeka;1276;1553;2;1;0.17;0.24;0.59;0
2020/2021;Sat;23;1;2021;HNK Gorica;Dinamo Zagreb;1460;1667;3;4;0.22;0.25;0.53;0
2020/2021;Sun;24;1;2021;Istra 1961;Slaven Belupo;1240;1363;2;1;0.29292929292929293;0.30303030303030304;0.40404040404040403;0
2020/2021;Tue;26;1;2021;Lok Zagreb;Sibenik;1411;1243;0;4;0.66;0.21;0.13;0
2020/2021;Wed;27;1;2021;Istra 1961;Rijeka;1249;1540;1;2;0.15;0.23;0.62;0
2020/2021;Wed;27;1;2021;Dinamo Zagreb;Hajduk;1672;1432;3;1;0.75;0.17;0.08;0
2020/2021;Fri;29;1;2021;Slaven Belupo;Varazdin;1353;1289;2;0;0.51;0.29;0.2;0
2020/2021;Sat;30;1;2021;Osijek;Istra 1961;1545;1246;1;0;0.78;0.15;0.07;0
2020/2021;Sat;30;1;2021;Hajduk;Lok Zagreb;1429;1383;0;1;0.5;0.27;0.23;0
2020/2021;Sat;30;1;2021;Dinamo Zagreb;Sibenik;1674;1270;1;2;0.8787878787878788;0.09090909090909091;0.030303030303030304;0
2020/2021;Sun;31;1;2021;Rijeka;HNK Gorica;1543;1455;0;2;0.55;0.25;0.2;0
2020/2021;Tue;2;2;2021;Osijek;Slaven Belupo;1547;1360;3;0;0.67;0.21;0.12;0
2020/2021;Tue;2;2;2021;Dinamo Zagreb;Lok Zagreb;1658;1394;2;0;0.76;0.16;0.08;0
2020/2021;Wed;3;2;2021;Hajduk;Istra 1961;1418;1245;1;0;0.6633663366336634;0.2079207920792079;0.12871287128712872;0
2020/2021;Wed;3;2;2021;Rijeka;Sibenik;1526;1287;2;2;0.74;0.18;0.08;0
2020/2021;Wed;3;2;2021;Varazdin;HNK Gorica;1282;1472;2;1;0.24;0.25;0.51;0
2020/2021;Sat;6;2;2021;Lok Zagreb;Rijeka;1392;1519;2;3;0.3;0.28;0.42;0
2020/2021;Sat;6;2;2021;Osijek;Hajduk;1551;1421;2;0;0.5959595959595959;0.24242424242424243;0.16161616161616163;0
2020/2021;Sun;7;2;2021;Sibenik;Varazdin;1294;1293;0;0;0.43;0.31;0.26;0
2020/2021;Sun;7;2;2021;Istra 1961;Dinamo Zagreb;1242;1660;0;1;0.08080808080808081;0.16161616161616163;0.7575757575757576;0
2020/2021;Mon;8;2;2021;Slaven Belupo;HNK Gorica;1355;1461;0;1;0.32;0.28;0.4;0
2020/2021;Wed;10;2;2021;Sibenik;Istra 1961;1292;1240;1;0;0.48;0.29;0.23;0
2020/2021;Wed;10;2;2021;Rijeka;Hajduk;1526;1416;0;1;0.5757575757575758;0.24242424242424243;0.18181818181818182;0
2020/2021;Fri;12;2;2021;Varazdin;Lok Zagreb;1295;1385;0;1;0.33;0.3;0.37;0
2020/2021;Sat;13;2;2021;HNK Gorica;Sibenik;1468;1297;1;0;0.67;0.2;0.13;0
2020/2021;Sat;13;2;2021;Dinamo Zagreb;Osijek;1662;1556;1;0;0.54;0.27;0.19;0
2020/2021;Sun;14;2;2021;Rijeka;Istra 1961;1513;1235;1;1;0.7623762376237624;0.15841584158415842;0.07920792079207921;0
2020/2021;Wed;17;2;2021;HNK Gorica;Rijeka;1471;1506;0;0;0.39;0.29;0.32;0
2020/2021;Fri;19;2;2021;Slaven Belupo;Sibenik;1352;1298;2;2;0.48;0.29;0.23;0
2020/2021;Sat;20;2;2021;Istra 1961;Varazdin;1246;1291;0;1;0.3564356435643564;0.32673267326732675;0.31683168316831684;0
2020/2021;Sat;20;2;2021;Lok Zagreb;HNK Gorica;1396;1473;0;3;0.36;0.29;0.35;0
2020/2021;Sun;21;2;2021;Osijek;Rijeka;1556;1510;2;0;0.46534653465346537;0.297029702970297;0.2376237623762376;0
2020/2021;Fri;26;2;2021;Varazdin;Osijek;1301;1565;2;3;0.1782178217821782;0.25742574257425743;0.5643564356435643;0
2020/2021;Sat;27;2;2021;Sibenik;Lok Zagreb;1303;1384;0;0;0.34;0.3;0.36;0
2020/2021;Sat;27;2;2021;Rijeka;Hajduk;1504;1433;0;1;0.52;0.27;0.21;0
2020/2021;Sun;28;2;2021;HNK Gorica;Istra 1961;1488;1239;2;1;0.7474747474747475;0.1717171717171717;0.08080808080808081;0
2020/2021;Sun;28;2;2021;Dinamo Zagreb;Slaven Belupo;1680;1350;3;0;0.81;0.13;0.06;0
2020/2021;Fri;5;3;2021;Istra 1961;Sibenik;1237;1303;3;2;0.35;0.32;0.33;0
2020/2021;Sat;6;3;2021;Hajduk;Varazdin;1445;1298;2;0;0.6161616161616161;0.23232323232323232;0.15151515151515152;0
2020/2021;Sat;6;3;2021;Slaven Belupo;Lok Zagreb;1348;1384;0;0;0.38;0.31;0.31;0
2020/2021;Sun;7;3;2021;Osijek;HNK Gorica;1569;1490;1;1;0.52;0.28;0.2;0
2020/2021;Sun;7;3;2021;Dinamo Zagreb;Rijeka;1682;1492;2;0;0.68;0.2;0.12;0
2020/2021;Wed;10;3;2021;Istra 1961;Lok Zagreb;1245;1385;3;1;0.28;0.29;0.43;0
2020/2021;Fri;12;3;2021;Rijeka;Slaven Belupo;1486;1344;1;1;0.6039603960396039;0.2376237623762376;0.15841584158415842;0
2020/2021;Sat;13;3;2021;Lok Zagreb;Istra 1961;1367;1256;0;1;0.5555555555555556;0.26262626262626265;0.18181818181818182;0
2020/2021;Sat;13;3;2021;HNK Gorica;Hajduk;1491;1447;1;1;0.49;0.27;0.24;0
2020/2021;Sun;14;3;2021;Sibenik;Osijek;1292;1561;0;4;0.17;0.25;0.58;0
2020/2021;Sun;14;3;2021;Varazdin;Dinamo Zagreb;1290;1677;0;5;0.09090909090909091;0.18181818181818182;0.7272727272727273;0
2020/2021;Wed;17;3;2021;Slaven Belupo;Rijeka;1349;1480;1;3;0.2871287128712871;0.297029702970297;0.4158415841584158;0
2020/2021;Fri;19;3;2021;Osijek;Lok Zagreb;1581;1368;2;0;0.7;0.19;0.11;0
2020/2021;Sat;20;3;2021;Slaven Belupo;Istra 1961;1353;1281;1;1;0.5050505050505051;0.29292929292929293;0.20202020202020202;0
2020/2021;Sat;20;3;2021;Hajduk;Sibenik;1462;1298;1;0;0.6435643564356436;0.21782178217821782;0.13861386138613863;0
2020/2021;Sun;21;3;2021;Rijeka;Varazdin;1502;1299;2;0;0.69;0.19;0.12;0
2020/2021;Sun;21;3;2021;Dinamo Zagreb;HNK Gorica;1718;1500;1;0;0.7272727272727273;0.1717171717171717;0.10101010101010101;0
2020/2021;Fri;2;4;2021;Varazdin;Slaven Belupo;1295;1349;1;1;0.36;0.31;0.33;0
2020/2021;Sat;3;4;2021;Istra 1961;Osijek;1285;1585;0;2;0.15;0.23;0.62;0
2020/2021;Sat;3;4;2021;Lok Zagreb;Hajduk;1364;1465;0;2;0.31313131313131315;0.29292929292929293;0.3939393939393939;0
2020/2021;Sat;3;4;2021;Sibenik;Dinamo Zagreb;1294;1720;1;1;0.07920792079207921;0.15841584158415842;0.7623762376237624;0
2020/2021;Sat;3;4;2021;HNK Gorica;Rijeka;1498;1506;3;4;0.42;0.3;0.28;0
2020/2021;Wed;7;4;2021;Hajduk;Slaven Belupo;1476;1349;2;2;0.5757575757575758;0.25252525252525254;0.1717171717171717;0
2020/2021;Sat;10;4;2021;HNK Gorica;Varazdin;1486;1292;0;0;0.69;0.19;0.12;0
2020/2021;Sat;10;4;2021;Sibenik;Rijeka;1299;1512;0;1;0.21;0.26;0.53;0
2020/2021;Sun;11;4;2021;Istra 1961;Hajduk;1278;1468;0;1;0.23232323232323232;0.26262626262626265;0.5050505050505051;0
2020/2021;Sun;11;4;2021;Slaven Belupo;Osijek;1351;1586;2;2;0.18811881188118812;0.26732673267326734;0.5445544554455446;0
2020/2021;Sun;11;4;2021;Lok Zagreb;Dinamo Zagreb;1351;1704;0;2;0.11;0.19;0.7;0
2020/2021;Fri;16;4;2021;Varazdin;Sibenik;1296;1293;1;1;0.42;0.32;0.26;0
2020/2021;Fri;16;4;2021;HNK Gorica;Slaven Belupo;1477;1354;0;1;0.5742574257425742;0.24752475247524752;0.1782178217821782;0
2020/2021;Fri;16;4;2021;Hajduk;Osijek;1470;1579;0;1;0.3;0.3;0.4;0
2020/2021;Sat;17;4;2021;Rijeka;Lok Zagreb;1514;1346;3;0;0.64;0.22;0.14;0
2020/2021;Sun;18;4;2021;Dinamo Zagreb;Istra 1961;1700;1271;1;0;0.87;0.1;0.03;0
2020/2021;Tue;20;4;2021;Sibenik;HNK Gorica;1294;1465;1;1;0.25;0.26;0.49;0
2020/2021;Tue;20;4;2021;Slaven Belupo;Hajduk;1366;1463;1;1;0.3069306930693069;0.297029702970297;0.39603960396039606;0
2020/2021;Wed;21;4;2021;Lok Zagreb;Varazdin;1340;1294;4;0;0.46;0.3;0.24;0
2020/2021;Wed;21;4;2021;Istra 1961;Rijeka;1270;1520;1;2;0.18;0.25;0.57;0
2020/2021;Wed;21;4;2021;Osijek;Dinamo Zagreb;1586;1701;1;1;0.29292929292929293;0.30303030303030304;0.40404040404040403;0
2020/2021;Sat;24;4;2021;Sibenik;Slaven Belupo;1297;1367;2;0;0.35;0.32;0.33;0
2020/2021;Sat;24;4;2021;HNK Gorica;Lok Zagreb;1462;1351;4;2;0.56;0.25;0.19;0
2020/2021;Sun;25;4;2021;Dinamo Zagreb;Hajduk;1700;1462;2;0;0.7373737373737373;0.18181818181818182;0.08080808080808081;0
2020/2021;Sun;25;4;2021;Rijeka;Osijek;1523;1588;0;0;0.36;0.31;0.33;0
2020/2021;Mon;26;4;2021;Varazdin;Istra 1961;1283;1266;1;1;0.43;0.32;0.25;0
2020/2021;Fri;30;4;2021;Lok Zagreb;Sibenik;1346;1309;1;0;0.46;0.29;0.25;0
2020/2021;Sat;1;5;2021;Slaven Belupo;Dinamo Zagreb;1355;1703;0;2;0.1111111111111111;0.20202020202020202;0.6868686868686869;0
2020/2021;Sat;1;5;2021;Hajduk;Rijeka;1459;1523;3;2;0.36;0.3;0.34;0
2020/2021;Sun;2;5;2021;Istra 1961;HNK Gorica;1269;1467;0;2;0.22;0.26;0.52;0
2020/2021;Sun;2;5;2021;Osijek;Varazdin;1588;1281;1;1;0.78;0.15;0.07;0
2020/2021;Wed;5;5;2021;Hajduk;Dinamo Zagreb;1468;1706;1;1;0.18181818181818182;0.25252525252525254;0.5656565656565656;0
2020/2021;Fri;7;5;2021;Sibenik;Istra 1961;1304;1262;1;0;0.45;0.31;0.24;0
2020/2021;Fri;7;5;2021;Lok Zagreb;Slaven Belupo;1351;1352;3;1;0.42;0.31;0.27;0
2020/2021;Fri;7;5;2021;HNK Gorica;Osijek;1474;1580;1;0;0.31;0.29;0.4;0
2020/2021;Sat;8;5;2021;Varazdin;Hajduk;1289;1472;0;1;0.24242424242424243;0.26262626262626265;0.494949494949495;0
2020/2021;Sun;9;5;2021;Rijeka;Dinamo Zagreb;1515;1701;1;5;0.24;0.26;0.5;0
2020/2021;Tue;11;5;2021;Istra 1961;Lok Zagreb;1256;1361;1;1;0.30303030303030304;0.30303030303030304;0.3939393939393939;0
2020/2021;Tue;11;5;2021;Osijek;Sibenik;1570;1309;3;0;0.73;0.18;0.09;0
2020/2021;Wed;12;5;2021;Slaven Belupo;Rijeka;1343;1505;0;2;0.26;0.27;0.47;0
2020/2021;Wed;12;5;2021;Dinamo Zagreb;Varazdin;1711;1283;2;2;0.87;0.1;0.03;0
2020/2021;Wed;12;5;2021;Hajduk;HNK Gorica;1477;1483;4;0;0.42;0.3;0.28;0
2020/2021;Sat;15;5;2021;Istra 1961;Slaven Belupo;1257;1335;1;0;0.34;0.32;0.34;0
2020/2021;Sat;15;5;2021;Lok Zagreb;Osijek;1359;1574;0;2;0.21;0.27;0.52;0
2020/2021;Sun;16;5;2021;Varazdin;Rijeka;1292;1513;2;3;0.2079207920792079;0.25742574257425743;0.5346534653465347;0
2020/2021;Sun;16;5;2021;Sibenik;Hajduk;1306;1490;0;2;0.24;0.26;0.5;0
2020/2021;Sun;16;5;2021;HNK Gorica;Dinamo Zagreb;1470;1702;0;3;0.19;0.24;0.57;0
2020/2021;Sat;22;5;2021;Slaven Belupo;Varazdin;1326;1288;1;0;0.46;0.3;0.24;0
2020/2021;Sat;22;5;2021;Osijek;Istra 1961;1580;1266;2;1;0.77;0.16;0.07;0
2020/2021;Sat;22;5;2021;Hajduk;Lok Zagreb;1498;1353;2;0;0.61;0.23;0.16;0
2020/2021;Sat;22;5;2021;Dinamo Zagreb;Sibenik;1709;1299;1;0;0.8686868686868687;0.10101010101010101;0.030303030303030304;0
2020/2021;Sat;22;5;2021;Rijeka;HNK Gorica;1517;1463;2;1;0.49504950495049505;0.26732673267326734;0.2376237623762376;0
2021/2022;Fri;16;7;2021;Osijek;Sibenik;1582;1298;3;0;0.75;0.17;0.08;551
2021/2022;Fri;16;7;2021;Dinamo Zagreb;Slaven Belupo;1711;1332;0;2;0.85;0.11;0.04;570
2021/2022;Sat;17;7;2021;Lok Zagreb;Hajduk;1348;1503;2;2;0.27;0.27;0.46;1000
2021/2022;Sat;17;7;2021;Rijeka;HNK Gorica;1523;1458;2;0;0.5151515151515151;0.26262626262626265;0.2222222222222222;1652
2021/2022;Sun;18;7;2021;Istra 1961;Dragovoljac;1265;1222;3;1;0.46;0.3;0.24;713
2021/2022;Fri;23;7;2021;Dragovoljac;Dinamo Zagreb;1217;1692;0;4;0.05;0.12;0.83;328
2021/2022;Sat;24;7;2021;HNK Gorica;Sibenik;1454;1298;3;1;0.63;0.22;0.15;400
2021/2022;Sat;24;7;2021;Slaven Belupo;Lok Zagreb;1359;1354;1;2;0.42;0.31;0.27;513
2021/2022;Sun;25;7;2021;Rijeka;Istra 1961;1532;1275;2;0;0.7474747474747475;0.1717171717171717;0.08080808080808081;2015
2021/2022;Sun;25;7;2021;Hajduk;Osijek;1505;1587;1;2;0.33;0.32;0.35;9486
2021/2022;Fri;30;7;2021;Lok Zagreb;Dragovoljac;1356;1207;3;2;0.6237623762376238;0.21782178217821782;0.15841584158415842;182
2021/2022;Sat;31;7;2021;Istra 1961;HNK Gorica;1265;1451;1;2;0.24;0.26;0.5;536
2021/2022;Sun;1;8;2021;Hajduk;Sibenik;1468;1286;1;0;0.67;0.21;0.12;5163
2021/2022;Sun;1;8;2021;Osijek;Slaven Belupo;1591;1341;0;0;0.73;0.19;0.08;1016
2021/2022;Sun;1;8;2021;Dinamo Zagreb;Rijeka;1689;1527;3;3;0.6363636363636364;0.2222222222222222;0.1414141414141414;1503
2021/2022;Sat;7;8;2021;Slaven Belupo;Sibenik;1341;1275;1;1;0.49;0.29;0.22;577
2021/2022;Sat;7;8;2021;HNK Gorica;Hajduk;1448;1464;1;3;0.42;0.28;0.3;1576
2021/2022;Sun;8;8;2021;Dragovoljac;Osijek;1196;1564;1;2;0.1;0.18;0.72;120
2021/2022;Fri;13;8;2021;Dinamo Zagreb;HNK Gorica;1684;1439;1;0;0.75;0.17;0.08;1282
2021/2022;Sat;14;8;2021;Lok Zagreb;Istra 1961;1356;1256;4;0;0.5247524752475248;0.27722772277227725;0.19801980198019803;307
2021/2022;Sat;14;8;2021;Hajduk;Slaven Belupo;1481;1341;2;0;0.59;0.24;0.17;6806
2021/2022;Sun;15;8;2021;Sibenik;Dragovoljac;1283;1198;6;2;0.52;0.28;0.2;470
2021/2022;Sun;15;8;2021;Osijek;Rijeka;1563;1539;1;0;0.44;0.3;0.26;2069
2021/2022;Fri;20;8;2021;Dragovoljac;Hajduk;1180;1476;0;1;0.14;0.2;0.66;990
2021/2022;Sat;21;8;2021;HNK Gorica;Slaven Belupo;1428;1327;1;0;0.54;0.26;0.2;482
2021/2022;Sat;21;8;2021;Dinamo Zagreb;Lok Zagreb;1655;1355;1;0;0.79;0.14;0.07;1190
2021/2022;Sun;22;8;2021;Rijeka;Sibenik;1525;1282;2;1;0.74;0.18;0.08;2281
2021/2022;Sun;22;8;2021;Istra 1961;Osijek;1238;1559;2;0;0.13;0.23;0.64;621
2021/2022;Fri;27;8;2021;Slaven Belupo;Dragovoljac;1307;1162;0;1;0.6138613861386139;0.22772277227722773;0.15841584158415842;361
2021/2022;Sat;28;8;2021;Sibenik;Istra 1961;1265;1243;3;1;0.43;0.31;0.26;501
2021/2022;Sat;28;8;2021;Lok Zagreb;HNK Gorica;1338;1417;0;1;0.35;0.29;0.36;384
2021/2022;Sun;29;8;2021;Hajduk;Rijeka;1464;1497;1;2;0.3939393939393939;0.29292929292929293;0.31313131313131315;15967
2021/2022;Sun;29;8;2021;Osijek;Dinamo Zagreb;1524;1626;0;2;0.3;0.32;0.38;3175
2021/2022;Fri;10;9;2021;HNK Gorica;Dragovoljac;1424;1175;1;1;0.76;0.16;0.08;412
2021/2022;Sat;11;9;2021;Rijeka;Slaven Belupo;1506;1294;2;1;0.7;0.19;0.11;2237
2021/2022;Sat;11;9;2021;Dinamo Zagreb;Sibenik;1637;1274;2;0;0.83;0.12;0.05;1194
2021/2022;Sun;12;9;2021;Istra 1961;Hajduk;1235;1455;1;3;0.21;0.26;0.53;1761
2021/2022;Sun;12;9;2021;Lok Zagreb;Osijek;1331;1513;1;1;0.24;0.27;0.49;491
2021/2022;Fri;17;9;2021;Dragovoljac;Rijeka;1178;1504;2;2;0.12;0.19;0.69;420
